MA,std,MA_grad,MA_grad_mean,basic_signal,price
1625.9150000000002,12.200311255736144,-5.548363854992133,-4.25345058779793,1.294913267194203,1602.0
1625.2799999999997,12.492525765432708,-5.602540813748225,-4.645732616990826,0.9568081967573985,1613.85
1624.9405,12.496394206245848,-5.55288999971848,-4.969946980807753,0.5829430189107265,1621.58
1625.87,12.751368141249959,-4.331443289814829,-5.14544615040256,0.8140028605877312,1637.99
1627.748,14.628712790082965,-2.61730941327587,-5.150070178118399,2.5327607648425285,1658.59
1629.26,15.437157496733247,-0.5030427954455519,-4.911298425608234,4.4082556301626825,1651.26
1630.6675,16.40597480220321,1.3343612766270052,-4.490594095035583,5.824955371662588,1654.45
1631.741,17.017952409456512,2.446308083690729,-3.9754614603473684,6.4217695440380975,1650.99
1632.8519999999999,18.038331291709724,3.167667672587582,-3.4288422841668167,6.5965099567543986,1658.7
1633.8705000000002,18.598643265458637,3.7887735696338076,-2.867127872849207,6.655901442483015,1653.12
1634.9859999999999,19.316924785221257,4.148365880404459,-2.3175825416741405,6.465948422078599,1657.18
1635.763,19.8755991899086,4.0416074727231965,-1.831626431914085,5.8732339046372815,1656.53
1636.6429999999998,20.254480751831593,4.18542766799912,-1.3805434567005281,5.565971124699648,1653.21
1637.0655,20.48896300450564,3.9503282179091936,-0.9895584290170956,4.939886646926289,1651.82
1637.6799999999998,20.81570662036876,4.002695029460712,-0.6258585911052605,4.628553620565973,1653.95
1639.1585000000002,21.121184993421096,5.0868788754419025,-0.20898678519565844,5.295865660637561,1657.32
1640.5574999999997,21.231200197871672,5.979250144023451,0.24400917014182344,5.735240973881628,1655.43
1643.146,19.77236332811403,8.413335403578026,0.8580870334212175,7.555248370156809,1656.76
1645.271,18.563558217222557,10.27144807614877,1.5845140522529946,8.686934023895775,1655.1
1646.7369999999999,16.282527962270034,12.009623923377344,2.4335240563305107,9.576099867046834,1634.91
1648.7794999999999,12.497509425565786,14.062543244880432,3.4140694113241388,10.648473833556293,1642.85
1650.9405,9.522358992890036,15.78835646780874,4.483614275401987,11.304742192406753,1657.07
1652.6709999999998,6.603255895469486,17.06554793852444,5.614536172314134,11.451011766210305,1656.19
1654.0279999999998,6.20408490219825,17.318727819567226,6.697044727783235,10.621683091783991,1665.13
1654.023,6.200253899724811,16.141933517964667,7.635006874345263,8.506926643619405,1658.49
1653.9935,6.215476672239867,15.180818285602138,8.419199928397646,6.761618357204492,1650.67
1653.7005000000001,6.3298927196363595,14.124890573952165,9.058726393263905,5.06616418068826,1648.59
1653.562,6.42195543265036,13.372833066031875,9.605052642380963,3.767780423650912,1648.22
1653.2160000000003,6.316106728873919,12.471430356211455,10.070240776562155,2.4011895796492997,1651.78
1652.791,6.60239342567289,11.580171133513728,10.459810654756152,1.1203604787575756,1644.62
1652.2130000000002,6.703175288426272,10.536481657947183,10.779216443633288,0.24273478568610507,1645.62
1651.6214999999997,6.823064040058324,9.694864109287105,11.061879275461482,1.3670151661743777,1644.7
1651.3029999999999,6.893324077838316,8.957359668541054,11.300475875488578,2.343116206947524,1646.84
1650.8335,7.170460805129254,8.410170515474213,11.52346799036683,3.113297474892617,1642.43
1650.1935,7.443684200292504,7.640992135215852,11.705382845654587,4.064390710438735,1641.15
1649.5639999999999,7.340936696290701,6.3480743320427635,11.768442618484631,5.420368286441867,1644.73
1648.565,7.842974395496967,4.880962721514059,11.71352824735916,6.8325655258451015,1635.45
1647.1650000000002,8.749775034702017,2.445917769936523,11.415157365677086,8.969239595740563,1628.76
1645.764,9.613038514105954,0.299646684345678,10.916567296086932,10.616920611741254,1627.08
1645.4315,10.110362727107496,-0.7927799035304384,10.276447104741544,11.069227008271984,1628.26
1644.551,11.068438248603918,-2.5646243175633243,9.445088726619355,12.009713044182678,1625.24
1642.9629999999997,11.449550715156812,-4.832094191159597,8.414066193670939,13.246160384830535,1625.31
1642.0755000000001,11.051322604819289,-6.411136880843049,7.240231952702563,13.651368833545611,1638.44
1641.2330000000002,9.769158289443906,-7.735661064987798,5.987512508474813,13.72317357346261,1648.28
1640.5134999999998,8.9246985943504,-8.167661513775904,4.772032756887784,12.939694270663688,1644.1
1639.994,8.598828194340747,-8.464059864806028,3.5897888493673755,12.053848714173403,1640.28
1639.9759999999999,8.580243770307153,-8.299265798129895,2.4685810307632723,10.767846828893166,1648.23
1639.9675,8.57172701078192,-8.221342773963025,1.388872238763528,9.610215012726552,1648.05
1639.5404999999998,8.154892283647571,-8.272058823529772,0.3516977797764663,8.623756603306239,1643.24
1634.934,21.015200613891487,-10.804148860926732,-0.7675182199455568,10.036630640981176,1552.49
1630.863,26.105839052433815,-12.922062712253268,-1.9404454384555792,10.981617273797688,1564.2
1626.8890000000001,29.6918110099844,-14.974677915006286,-3.1739225396702486,11.800755375336037,1565.22
1623.094,31.784369611161814,-17.082873343050807,-4.475934190249841,12.606939152800965,1570.94
1619.2740000000001,33.86136447650221,-19.117312557565548,-5.8523083439018295,13.265004213663719,1566.03
1615.4914999999999,35.4758521688382,-21.029049017585066,-7.285810401541876,13.74323861604319,1565.5
1611.6455,36.299185792666556,-22.986983227082924,-8.75256327949816,14.234419947584763,1567.81
1608.466,36.88462401084024,-24.323578384837784,-10.212790334815754,14.11078805002203,1571.86
1605.3875000000003,37.662876301681855,-25.363275688835007,-11.60325000775433,13.760025681080677,1567.19
1602.32,38.29615509077695,-26.39746646542274,-12.93810566524275,13.459360800179988,1565.73
1599.1555,38.65309417382424,-28.12392980200018,-14.304663160166237,13.819266641833943,1564.97
1596.1779999999999,38.83121405857866,-29.41410755884133,-15.64713732223014,13.76697023661119,1565.69
1593.571,38.52146782195472,-30.06275856486107,-16.90867054091521,13.15408802394586,1573.17
1590.2425,37.29702554458844,-31.565540074131814,-18.166390700579647,13.399149373552167,1571.87
1586.1895000000002,34.991308766756994,-33.53789498505088,-19.456502396582806,14.081392588468077,1567.22
1582.4535,32.37382101490744,-35.39135764502988,-20.817687203145503,14.573670441884374,1569.38
1579.0395,29.420262526110516,-37.16751402749019,-22.252859911279714,14.914654116210478,1572.0
1574.6265,24.743222628684222,-39.847839236671675,-23.830288583206798,16.017550653464877,1559.97
1570.505,17.74480754296428,-42.3560222992223,-25.53702255946976,16.81899973975254,1565.62
1566.3184999999999,4.934624472460947,-44.660073965845925,-27.356423316585573,17.30365064926035,1559.51
1566.6739999999998,4.065536023440791,-41.75092083227838,-28.903761915153154,12.847158917125228,1559.6
1566.8339999999998,4.025821132324898,-39.26080854124492,-30.220699206602735,9.040109334642185,1567.4
1567.0324999999998,4.039900826036524,-36.791999945909204,-31.311565308147884,5.48043463776132,1569.19
1567.199,4.271407878341511,-34.437315398861635,-32.17928741093843,2.2580279879232066,1574.27
1567.4319999999998,4.3309675593336,-32.015582291817445,-32.82420089765102,0.8086186058335727,1570.69
1567.7254999999998,4.391622976579507,-29.56747219035205,-33.25112205628937,3.683649865937319,1571.37
1567.8645000000001,4.43818653695877,-27.16540330984696,-33.460043060427566,6.2946397505806075,1570.59
1567.7854999999997,4.376962988191699,-25.291488909308768,-33.50843858665112,8.216949677342349,1570.28
1567.7759999999998,4.378529433497052,-23.42830002102325,-33.41168980326053,9.983389782237278,1567.0
1567.9809999999998,4.373672309819771,-21.43080033950784,-33.16335649696479,11.732556157456948,1569.83
1568.145,4.315940465908117,-19.391797733241177,-32.726749893526836,13.33495216028566,1568.25
1568.274,4.277082625981606,-17.48175955313258,-32.1301324932414,14.648372940108818,1568.27
1568.086,4.130681605536282,-15.992384399565406,-31.426613784976617,15.43422938541121,1569.41
1567.8825,4.0335629737439245,-14.06074859651918,-30.551374211095983,16.490625614576803,1567.8
1567.9909999999998,4.043976547383718,-11.473093221207487,-29.448134122903816,17.97504090169633,1569.39
1568.0915,4.104830626674417,-9.075780109810584,-28.132355246142843,19.05657513633226,1571.39
1567.9095,4.001817317432835,-7.0485887148485915,-26.626408980510774,19.577820265662183,1568.36
1568.295,3.541640268219485,-4.0209535404109875,-24.83506469569773,20.814111155286746,1567.68
1568.139,3.729405060497348,-1.5065217875780412,-22.792589670115518,21.286067882537477,1562.5
1568.3935,3.252774160135038,1.3247624924306312,-20.493347847201694,21.818110339632327,1564.6
1568.5335,2.8949561854697263,1.1869093378713558,-18.346456338694203,19.53336567656556,1562.4
1568.355,3.07310489313504,0.9707473797480048,-16.33487854264456,17.305625922392565,1563.83
1567.882,3.617605488950417,0.5421074546956284,-14.46817317261432,15.010280627309948,1559.73
1567.0695,3.9196112522061477,-0.08263149734011321,-12.750438977538241,12.667807480198128,1558.02
1566.4030000000002,4.378089104909398,-0.6564878093592297,-11.18248425341533,10.525996444056101,1557.36
1565.9415000000001,4.312942913944889,-1.1379543166196715,-9.76100835972871,8.623054043109038,1562.14
1565.7620000000002,4.182013617234758,-1.3409959853035724,-8.469787993501543,7.12879200819797,1567.0
1565.7455,4.1638614100502185,-1.3011984101140017,-7.270273468541805,5.969075058427803,1569.95
1566.4795,5.481915219490761,-0.8269676280284743,-6.140206848892065,5.313239220863591,1581.68
1566.2805,5.4258392268652536,-1.0845156924731425,-5.122892616540332,4.038376924067189,1565.85
1566.2329999999997,5.411830218677387,-1.2192750032683497,-4.214266480041689,2.9949914767733397,1567.3
